Record Date,Total national debt,Debt limit
8/12/2010,1.3317E+13,1.43E+13
8/11/2010,1.33079E+13,1.43E+13
8/10/2010,1.33198E+13,1.43E+13
8/9/2010,1.33113E+13,1.43E+13
8/6/2010,1.33101E+13,1.43E+13
8/5/2010,1.33109E+13,1.43E+13
8/4/2010,1.33023E+13,1.43E+13
8/3/2010,1.33016E+13,1.43E+13
8/2/2010,1.32968E+13,1.43E+13
7/30/2010,1.32377E+13,1.43E+13
7/29/2010,1.32465E+13,1.43E+13
7/28/2010,1.32478E+13,1.43E+13
7/27/2010,1.32583E+13,1.43E+13
7/26/2010,1.3252E+13,1.43E+13
7/23/2010,1.32485E+13,1.43E+13
7/22/2010,1.32492E+13,1.43E+13
7/21/2010,1.32375E+13,1.43E+13
7/20/2010,1.3246E+13,1.43E+13
7/19/2010,1.32429E+13,1.43E+13
7/16/2010,1.32399E+13,1.43E+13
7/15/2010,1.32402E+13,1.43E+13
7/14/2010,1.31895E+13,1.43E+13
7/13/2010,1.31993E+13,1.43E+13
7/12/2010,1.31945E+13,1.43E+13
7/9/2010,1.31939E+13,1.43E+13
7/8/2010,1.31922E+13,1.43E+13
7/7/2010,1.3182E+13,1.43E+13
7/6/2010,1.31776E+13,1.43E+13
7/2/2010,1.31753E+13,1.43E+13
7/1/2010,1.31783E+13,1.43E+13
6/30/2010,1.32035E+13,1.43E+13
6/29/2010,1.30375E+13,1.43E+13
6/28/2010,1.30389E+13,1.43E+13
6/25/2010,1.30383E+13,1.43E+13
6/24/2010,1.30381E+13,1.43E+13
6/23/2010,1.30418E+13,1.43E+13
6/22/2010,1.30467E+13,1.43E+13
6/21/2010,1.30401E+13,1.43E+13
6/18/2010,1.30385E+13,1.43E+13
6/17/2010,1.30389E+13,1.43E+13
6/16/2010,1.3073E+13,1.43E+13
6/15/2010,1.30784E+13,1.43E+13
6/14/2010,1.30431E+13,1.43E+13
6/11/2010,1.30412E+13,1.43E+13
6/10/2010,1.30414E+13,1.43E+13
6/9/2010,1.30461E+13,1.43E+13
6/8/2010,1.3057E+13,1.43E+13
6/7/2010,1.30522E+13,1.43E+13
6/4/2010,1.30506E+13,1.43E+13
6/3/2010,1.30562E+13,1.43E+13
6/2/2010,1.30583E+13,1.43E+13
6/1/2010,1.30508E+13,1.43E+13
5/28/2010,1.29925E+13,1.43E+13
5/27/2010,1.29879E+13,1.43E+13
5/26/2010,1.29873E+13,1.43E+13
5/25/2010,1.29958E+13,1.43E+13
5/24/2010,1.29891E+13,1.43E+13
5/21/2010,1.29878E+13,1.43E+13
5/20/2010,1.29878E+13,1.43E+13
5/19/2010,1.29753E+13,1.43E+13
5/18/2010,1.29847E+13,1.43E+13
5/17/2010,1.29749E+13,1.43E+13
5/14/2010,1.29267E+13,1.43E+13
5/13/2010,1.29274E+13,1.43E+13
5/12/2010,1.29232E+13,1.43E+13
5/11/2010,1.29312E+13,1.43E+13
5/10/2010,1.29268E+13,1.43E+13
5/7/2010,1.29289E+13,1.43E+13
5/6/2010,1.29329E+13,1.43E+13
5/5/2010,1.29435E+13,1.43E+13
5/4/2010,1.2941E+13,1.43E+13
5/3/2010,1.2927E+13,1.43E+13
4/30/2010,1.29487E+13,1.43E+13
4/29/2010,1.28531E+13,1.43E+13
4/28/2010,1.28767E+13,1.43E+13
4/27/2010,1.28863E+13,1.43E+13
4/26/2010,1.28804E+13,1.43E+13
4/23/2010,1.28772E+13,1.43E+13
4/22/2010,1.28726E+13,1.43E+13
4/21/2010,1.28655E+13,1.43E+13
4/20/2010,1.28713E+13,1.43E+13
4/19/2010,1.2863E+13,1.43E+13
4/16/2010,1.28777E+13,1.43E+13
4/15/2010,1.28746E+13,1.43E+13
4/14/2010,1.28235E+13,1.43E+13
4/13/2010,1.28312E+13,1.43E+13
4/12/2010,1.28264E+13,1.43E+13
4/9/2010,1.28257E+13,1.43E+13
4/8/2010,1.2826E+13,1.43E+13
4/7/2010,1.27919E+13,1.43E+13
4/6/2010,1.2793E+13,1.43E+13
4/5/2010,1.27866E+13,1.43E+13
4/2/2010,1.27627E+13,1.43E+13
4/1/2010,1.27649E+13,1.43E+13
3/31/2010,1.27731E+13,1.43E+13
3/30/2010,1.26846E+13,1.43E+13
3/29/2010,1.26862E+13,1.43E+13
3/26/2010,1.26859E+13,1.43E+13
3/25/2010,1.26876E+13,1.43E+13
3/24/2010,1.26625E+13,1.43E+13
3/23/2010,1.26709E+13,1.43E+13
3/22/2010,1.26634E+13,1.43E+13
3/19/2010,1.2661E+13,1.43E+13
3/18/2010,1.26613E+13,1.43E+13
3/17/2010,1.26398E+13,1.43E+13
3/16/2010,1.26437E+13,1.43E+13
3/15/2010,1.26367E+13,1.43E+13
3/12/2010,1.25757E+13,1.43E+13
3/11/2010,1.25755E+13,1.43E+13
3/10/2010,1.25444E+13,1.43E+13
3/9/2010,1.25527E+13,1.43E+13
3/8/2010,1.25464E+13,1.43E+13
3/5/2010,1.25447E+13,1.43E+13
3/4/2010,1.25455E+13,1.43E+13
3/3/2010,1.25089E+13,1.43E+13
3/2/2010,1.25194E+13,1.43E+13
3/1/2010,1.25075E+13,1.43E+13
2/26/2010,1.24401E+13,1.43E+13
2/25/2010,1.24337E+13,1.43E+13
2/24/2010,1.24018E+13,1.43E+13
2/23/2010,1.24094E+13,1.43E+13
2/22/2010,1.2403E+13,1.43E+13
2/19/2010,1.24021E+13,1.43E+13
2/18/2010,1.24014E+13,1.43E+13
2/17/2010,1.23865E+13,1.43E+13
2/16/2010,1.23844E+13,1.43E+13
2/12/2010,1.23516E+13,1.43E+13
2/11/2010,1.23493E+13,1.24E+13
2/10/2010,1.23406E+13,1.24E+13
2/9/2010,1.23495E+13,1.24E+13
2/8/2010,1.23479E+13,1.24E+13
2/5/2010,1.23455E+13,1.24E+13
2/4/2010,1.23464E+13,1.24E+13
2/3/2010,1.2354E+13,1.24E+13
2/2/2010,1.23609E+13,1.24E+13
2/1/2010,1.23495E+13,1.24E+13
1/29/2010,1.22786E+13,1.24E+13
1/28/2010,1.22744E+13,1.24E+13
1/27/2010,1.23018E+13,1.24E+13
1/26/2010,1.23089E+13,1.24E+13
1/25/2010,1.23037E+13,1.24E+13
1/22/2010,1.23025E+13,1.24E+13
1/21/2010,1.23002E+13,1.24E+13
1/20/2010,1.23274E+13,1.24E+13
1/19/2010,1.23221E+13,1.24E+13
1/15/2010,1.23193E+13,1.24E+13
1/14/2010,1.22585E+13,1.24E+13
1/13/2010,1.22823E+13,1.24E+13
1/12/2010,1.22912E+13,1.24E+13
1/11/2010,1.22855E+13,1.24E+13
1/8/2010,1.22806E+13,1.24E+13
1/7/2010,1.22808E+13,1.24E+13
1/6/2010,1.23021E+13,1.24E+13
1/5/2010,1.23033E+13,1.24E+13
1/4/2010,1.22902E+13,1.24E+13
12/31/2009,1.23113E+13,1.24E+13
12/30/2009,1.21449E+13,1.24E+13
12/29/2009,1.21002E+13,1.24E+13
12/28/2009,1.21044E+13,1.24E+13
12/24/2009,1.21013E+13,1.21E+13
12/23/2009,1.21026E+13,1.21E+13
12/22/2009,1.20951E+13,1.21E+13
12/21/2009,1.20992E+13,1.21E+13
12/18/2009,1.2098E+13,1.21E+13
12/17/2009,1.20977E+13,1.21E+13
12/16/2009,1.21291E+13,1.21E+13
12/15/2009,1.2135E+13,1.21E+13
12/14/2009,1.20713E+13,1.21E+13
12/11/2009,1.20817E+13,1.21E+13
12/10/2009,1.20927E+13,1.21E+13
12/9/2009,1.20797E+13,1.21E+13
12/8/2009,1.20913E+13,1.21E+13
12/7/2009,1.20862E+13,1.21E+13
12/4/2009,1.20874E+13,1.21E+13
12/3/2009,1.20874E+13,1.21E+13
12/2/2009,1.20908E+13,1.21E+13
12/1/2009,1.20892E+13,1.21E+13
11/30/2009,1.2113E+13,1.21E+13
11/27/2009,1.20087E+13,1.21E+13
11/25/2009,1.20095E+13,1.21E+13
11/24/2009,1.20163E+13,1.21E+13
11/23/2009,1.20118E+13,1.21E+13
11/20/2009,1.20106E+13,1.21E+13
11/19/2009,1.20118E+13,1.21E+13
11/18/2009,1.20302E+13,1.21E+13
11/17/2009,1.20393E+13,1.21E+13
11/16/2009,1.20313E+13,1.21E+13
11/13/2009,1.19915E+13,1.21E+13
11/12/2009,1.19912E+13,1.21E+13
11/10/2009,1.1987E+13,1.21E+13
11/9/2009,1.199E+13,1.21E+13
11/6/2009,1.19889E+13,1.21E+13
11/5/2009,1.19906E+13,1.21E+13
11/4/2009,1.1979E+13,1.21E+13
11/3/2009,1.19786E+13,1.21E+13
11/2/2009,1.19747E+13,1.21E+13
10/30/2009,1.18931E+13,1.21E+13
10/29/2009,1.18685E+13,1.21E+13
10/28/2009,1.18937E+13,1.21E+13
10/27/2009,1.19014E+13,1.21E+13
10/26/2009,1.18976E+13,1.21E+13
10/23/2009,1.18959E+13,1.21E+13
10/22/2009,1.18968E+13,1.21E+13
10/21/2009,1.19485E+13,1.21E+13
10/20/2009,1.19566E+13,1.21E+13
10/19/2009,1.19526E+13,1.21E+13
10/16/2009,1.19487E+13,1.21E+13
10/15/2009,1.19467E+13,1.21E+13
10/14/2009,1.19036E+13,1.21E+13
10/13/2009,1.19076E+13,1.21E+13
10/9/2009,1.18958E+13,1.21E+13
10/8/2009,1.1899E+13,1.21E+13
10/7/2009,1.19257E+13,1.21E+13
10/6/2009,1.19274E+13,1.21E+13
10/5/2009,1.19199E+13,1.21E+13
10/2/2009,1.19179E+13,1.21E+13
10/1/2009,1.19205E+13,1.21E+13
9/30/2009,1.19098E+13,1.21E+13
9/29/2009,1.17761E+13,1.21E+13
9/28/2009,1.17715E+13,1.21E+13
9/25/2009,1.17707E+13,1.21E+13
9/24/2009,1.17707E+13,1.21E+13
9/23/2009,1.18137E+13,1.21E+13
9/22/2009,1.18196E+13,1.21E+13
9/21/2009,1.18111E+13,1.21E+13
9/18/2009,1.18077E+13,1.21E+13
9/17/2009,1.18092E+13,1.21E+13
9/16/2009,1.1828E+13,1.21E+13
9/15/2009,1.18342E+13,1.21E+13
9/14/2009,1.17926E+13,1.21E+13
9/11/2009,1.17947E+13,1.21E+13
9/10/2009,1.1795E+13,1.21E+13
9/9/2009,1.17844E+13,1.21E+13
9/8/2009,1.17874E+13,1.21E+13
9/4/2009,1.1785E+13,1.21E+13
9/3/2009,1.17871E+13,1.21E+13
9/2/2009,1.17975E+13,1.21E+13
9/1/2009,1.17929E+13,1.21E+13
8/31/2009,1.18129E+13,1.21E+13
8/28/2009,1.17188E+13,1.21E+13
8/27/2009,1.17255E+13,1.21E+13
8/26/2009,1.17166E+13,1.21E+13
8/25/2009,1.17304E+13,1.21E+13
8/24/2009,1.17191E+13,1.21E+13
8/21/2009,1.17193E+13,1.21E+13
8/20/2009,1.17208E+13,1.21E+13
8/19/2009,1.17182E+13,1.21E+13
8/18/2009,1.17266E+13,1.21E+13
8/17/2009,1.16825E+13,1.21E+13
8/14/2009,1.16698E+13,1.21E+13
8/13/2009,1.16628E+13,1.21E+13
8/12/2009,1.16582E+13,1.21E+13
8/11/2009,1.16665E+13,1.21E+13
8/10/2009,1.16619E+13,1.21E+13
8/7/2009,1.16582E+13,1.21E+13
8/6/2009,1.16601E+13,1.21E+13
8/5/2009,1.16591E+13,1.21E+13
8/4/2009,1.16596E+13,1.21E+13
8/3/2009,1.16485E+13,1.21E+13
7/31/2009,1.16693E+13,1.21E+13
7/30/2009,1.15812E+13,1.21E+13
7/29/2009,1.16112E+13,1.21E+13
7/28/2009,1.16127E+13,1.21E+13
7/27/2009,1.16078E+13,1.21E+13
7/24/2009,1.16065E+13,1.21E+13
7/23/2009,1.16055E+13,1.21E+13
7/22/2009,1.15955E+13,1.21E+13
7/21/2009,1.16044E+13,1.21E+13
7/20/2009,1.16013E+13,1.21E+13
7/17/2009,1.16005E+13,1.21E+13
7/16/2009,1.15984E+13,1.21E+13
7/15/2009,1.15794E+13,1.21E+13
7/14/2009,1.1529E+13,1.21E+13
7/13/2009,1.15254E+13,1.21E+13
7/10/2009,1.15246E+13,1.21E+13
7/9/2009,1.15263E+13,1.21E+13
7/8/2009,1.15151E+13,1.21E+13
7/7/2009,1.15238E+13,1.21E+13
7/6/2009,1.15206E+13,1.21E+13
7/3/2009,1.1491E+13,1.21E+13
7/2/2009,1.14896E+13,1.21E+13
7/1/2009,1.15185E+13,1.21E+13
6/30/2009,1.15453E+13,1.21E+13
6/29/2009,1.13584E+13,1.21E+13
6/26/2009,1.13625E+13,1.21E+13
6/25/2009,1.13635E+13,1.21E+13
6/24/2009,1.13657E+13,1.21E+13
6/23/2009,1.1408E+13,1.21E+13
6/22/2009,1.14007E+13,1.21E+13
6/19/2009,1.13977E+13,1.21E+13
6/18/2009,1.13993E+13,1.21E+13
6/17/2009,1.14028E+13,1.21E+13
6/16/2009,1.1406E+13,1.21E+13
6/15/2009,1.14007E+13,1.21E+13
6/12/2009,1.1375E+13,1.21E+13
6/11/2009,1.13756E+13,1.21E+13
6/10/2009,1.1384E+13,1.21E+13
6/9/2009,1.13915E+13,1.21E+13
6/8/2009,1.13903E+13,1.21E+13
6/5/2009,1.13879E+13,1.21E+13
6/4/2009,1.1389E+13,1.21E+13
6/3/2009,1.13743E+13,1.21E+13
6/2/2009,1.13827E+13,1.21E+13
6/1/2009,1.138E+13,1.21E+13
5/29/2009,1.13216E+13,1.21E+13
5/28/2009,1.13117E+13,1.21E+13
5/27/2009,1.13011E+13,1.21E+13
5/26/2009,1.13056E+13,1.21E+13
5/22/2009,1.13017E+13,1.21E+13
5/21/2009,1.13057E+13,1.21E+13
5/20/2009,1.12855E+13,1.21E+13
5/19/2009,1.12934E+13,1.21E+13
5/18/2009,1.12866E+13,1.21E+13
5/15/2009,1.12841E+13,1.21E+13
5/14/2009,1.12705E+13,1.21E+13
5/13/2009,1.1256E+13,1.21E+13
5/12/2009,1.12638E+13,1.21E+13
5/11/2009,1.12605E+13,1.21E+13
5/8/2009,1.12587E+13,1.21E+13
5/7/2009,1.12563E+13,1.21E+13
5/6/2009,1.12268E+13,1.21E+13
5/5/2009,1.12275E+13,1.21E+13
5/4/2009,1.122E+13,1.21E+13
5/1/2009,1.12081E+13,1.21E+13
4/30/2009,1.12386E+13,1.21E+13
4/29/2009,1.11529E+13,1.21E+13
4/28/2009,1.11943E+13,1.21E+13
4/27/2009,1.11895E+13,1.21E+13
4/24/2009,1.11853E+13,1.21E+13
4/23/2009,1.11849E+13,1.21E+13
4/22/2009,1.11911E+13,1.21E+13
4/21/2009,1.11935E+13,1.21E+13
4/20/2009,1.11894E+13,1.21E+13
4/17/2009,1.11857E+13,1.21E+13
4/16/2009,1.11839E+13,1.21E+13
4/15/2009,1.12189E+13,1.21E+13
4/14/2009,1.11723E+13,1.21E+13
4/13/2009,1.117E+13,1.21E+13
4/10/2009,1.11697E+13,1.21E+13
4/9/2009,1.11695E+13,1.21E+13
4/8/2009,1.11454E+13,1.21E+13
4/7/2009,1.11528E+13,1.21E+13
4/6/2009,1.11493E+13,1.21E+13
4/3/2009,1.11466E+13,1.21E+13
4/2/2009,1.11245E+13,1.21E+13
4/1/2009,1.11107E+13,1.21E+13
3/31/2009,1.11269E+13,1.21E+13
3/30/2009,1.10436E+13,1.21E+13
3/27/2009,1.10456E+13,1.21E+13
3/26/2009,1.10462E+13,1.21E+13
3/25/2009,1.10379E+13,1.21E+13
3/24/2009,1.10469E+13,1.21E+13
3/23/2009,1.10417E+13,1.21E+13
3/20/2009,1.10408E+13,1.21E+13
3/19/2009,1.10397E+13,1.21E+13
3/18/2009,1.10342E+13,1.21E+13
3/17/2009,1.10426E+13,1.21E+13
3/16/2009,1.10332E+13,1.21E+13
3/13/2009,1.09838E+13,1.21E+13
3/12/2009,1.09835E+13,1.21E+13
3/11/2009,1.09511E+13,1.21E+13
3/10/2009,1.09584E+13,1.21E+13
3/9/2009,1.09527E+13,1.21E+13
3/6/2009,1.09516E+13,1.21E+13
3/5/2009,1.0953E+13,1.21E+13
3/4/2009,1.09443E+13,1.21E+13
3/3/2009,1.09438E+13,1.21E+13
3/2/2009,1.09422E+13,1.21E+13
2/27/2009,1.08771E+13,1.21E+13
2/26/2009,1.08812E+13,1.21E+13
2/25/2009,1.08375E+13,1.21E+13
2/24/2009,1.08434E+13,1.21E+13
2/23/2009,1.08395E+13,1.21E+13
2/20/2009,1.08388E+13,1.21E+13
2/19/2009,1.0802E+13,1.21E+13
2/18/2009,1.07899E+13,1.21E+13
2/17/2009,1.07898E+13,1.21E+13
2/13/2009,1.0759E+13,1.13E+13
2/12/2009,1.07592E+13,1.13E+13
2/11/2009,1.07131E+13,1.13E+13
2/10/2009,1.07214E+13,1.13E+13
2/9/2009,1.07177E+13,1.13E+13
2/6/2009,1.07173E+13,1.13E+13
2/5/2009,1.0718E+13,1.13E+13
2/4/2009,1.06692E+13,1.13E+13
2/3/2009,1.06686E+13,1.13E+13
2/2/2009,1.0668E+13,1.13E+13
1/30/2009,1.0632E+13,1.13E+13
1/29/2009,1.06263E+13,1.13E+13
1/28/2009,1.06179E+13,1.13E+13
1/27/2009,1.06261E+13,1.13E+13
1/26/2009,1.06209E+13,1.13E+13
1/23/2009,1.06204E+13,1.13E+13
1/22/2009,1.06187E+13,1.13E+13
1/21/2009,1.06251E+13,1.13E+13
1/20/2009,1.06269E+13,1.13E+13
1/16/2009,1.06289E+13,1.13E+13
1/15/2009,1.06277E+13,1.13E+13
1/14/2009,1.0606E+13,1.13E+13
1/13/2009,1.06139E+13,1.13E+13
1/12/2009,1.06098E+13,1.13E+13
1/9/2009,1.06098E+13,1.13E+13
1/8/2009,1.06083E+13,1.13E+13
1/7/2009,1.06358E+13,1.13E+13
1/6/2009,1.06384E+13,1.13E+13
1/5/2009,1.06355E+13,1.13E+13
1/2/2009,1.0628E+13,1.13E+13
12/31/2008,1.06998E+13,1.13E+13
12/30/2008,1.0553E+13,1.13E+13
12/29/2008,1.05541E+13,1.13E+13
12/26/2008,1.05528E+13,1.13E+13
12/24/2008,1.05866E+13,1.13E+13
12/23/2008,1.06018E+13,1.13E+13
12/22/2008,1.05674E+13,1.13E+13
12/19/2008,1.05982E+13,1.13E+13
12/18/2008,1.05985E+13,1.13E+13
12/17/2008,1.06556E+13,1.13E+13
12/16/2008,1.06306E+13,1.13E+13
12/15/2008,1.06556E+13,1.13E+13
12/12/2008,1.05971E+13,1.13E+13
12/11/2008,1.05979E+13,1.13E+13
12/10/2008,1.06484E+13,1.13E+13
12/9/2008,1.06561E+13,1.13E+13
12/8/2008,1.06539E+13,1.13E+13
12/5/2008,1.06533E+13,1.13E+13
12/4/2008,1.06539E+13,1.13E+13
12/3/2008,1.06759E+13,1.13E+13
12/2/2008,1.06852E+13,1.13E+13
12/1/2008,1.06811E+13,1.13E+13
11/28/2008,1.06612E+13,1.13E+13
11/26/2008,1.06479E+13,1.13E+13
11/25/2008,1.06584E+13,1.13E+13
11/24/2008,1.06543E+13,1.13E+13
11/21/2008,1.06555E+13,1.13E+13
11/20/2008,1.06555E+13,1.13E+13
11/19/2008,1.06523E+13,1.13E+13
11/18/2008,1.06604E+13,1.13E+13
11/17/2008,1.06185E+13,1.13E+13
11/14/2008,1.06178E+13,1.13E+13
11/13/2008,1.05786E+13,1.13E+13
11/12/2008,1.06185E+13,1.13E+13
11/10/2008,1.06222E+13,1.13E+13
11/7/2008,1.06222E+13,1.13E+13
11/6/2008,1.06247E+13,1.13E+13
11/5/2008,1.05669E+13,1.13E+13
11/4/2008,1.05661E+13,1.13E+13
11/3/2008,1.05562E+13,1.13E+13
10/31/2008,1.05741E+13,1.13E+13
10/30/2008,1.05309E+13,1.13E+13
10/29/2008,1.05258E+13,1.13E+13
10/28/2008,1.05267E+13,1.13E+13
10/27/2008,1.05247E+13,1.13E+13
10/24/2008,1.0524E+13,1.13E+13
10/23/2008,1.05241E+13,1.13E+13
10/22/2008,1.04957E+13,1.13E+13
10/21/2008,1.04674E+13,1.13E+13
10/20/2008,1.04649E+13,1.13E+13
10/17/2008,1.03342E+13,1.13E+13
10/16/2008,1.03311E+13,1.13E+13
10/15/2008,1.03261E+13,1.13E+13
10/14/2008,1.02944E+13,1.13E+13
10/10/2008,1.02944E+13,1.13E+13
10/9/2008,1.02664E+13,1.13E+13
10/8/2008,1.02452E+13,1.13E+13
10/7/2008,1.02243E+13,1.13E+13
10/6/2008,1.01878E+13,1.13E+13
10/3/2008,1.01863E+13,1.13E+13
10/2/2008,1.01487E+13,1.06E+13
10/1/2008,1.01242E+13,1.06E+13
9/30/2008,1.00247E+13,1.06E+13
9/29/2008,9.95E+12,1.06E+13
9/26/2008,9.89E+12,1.06E+13
9/25/2008,9.85E+12,1.06E+13
9/24/2008,9.79E+12,1.06E+13
9/23/2008,9.79E+12,1.06E+13
9/22/2008,9.79E+12,1.06E+13
9/19/2008,9.73E+12,1.06E+13
9/18/2008,9.66E+12,1.06E+13
9/17/2008,9.65E+12,1.06E+13
9/16/2008,9.64E+12,1.06E+13
9/15/2008,9.63E+12,1.06E+13
9/12/2008,9.68E+12,1.06E+13
9/11/2008,9.68E+12,1.06E+13
9/10/2008,9.68E+12,1.06E+13
9/9/2008,9.69E+12,1.06E+13
9/8/2008,9.67E+12,1.06E+13
9/5/2008,9.67E+12,1.06E+13
9/4/2008,9.67E+12,1.06E+13
9/3/2008,9.67E+12,1.06E+13
9/2/2008,9.67E+12,1.06E+13
8/29/2008,9.65E+12,1.06E+13
8/28/2008,9.65E+12,1.06E+13
8/27/2008,9.63E+12,1.06E+13
8/26/2008,9.64E+12,1.06E+13
8/25/2008,9.62E+12,1.06E+13
8/22/2008,9.62E+12,1.06E+13
8/21/2008,9.62E+12,1.06E+13
8/20/2008,9.61E+12,1.06E+13
8/19/2008,9.61E+12,1.06E+13
8/18/2008,9.61E+12,1.06E+13
8/15/2008,9.61E+12,1.06E+13
8/14/2008,9.59E+12,1.06E+13
8/13/2008,9.60E+12,1.06E+13
8/12/2008,9.58E+12,1.06E+13
8/11/2008,9.58E+12,1.06E+13
8/8/2008,9.57E+12,1.06E+13
8/7/2008,9.57E+12,1.06E+13
8/6/2008,9.57E+12,1.06E+13
8/5/2008,9.57E+12,1.06E+13
8/4/2008,9.57E+12,1.06E+13
8/1/2008,9.56E+12,1.06E+13
7/31/2008,9.59E+12,1.06E+13
7/30/2008,9.53E+12,1.06E+13
7/29/2008,9.54E+12,9.82E+12
7/28/2008,9.54E+12,9.82E+12
7/25/2008,9.54E+12,9.82E+12
7/24/2008,9.54E+12,9.82E+12
7/23/2008,9.53E+12,9.82E+12
7/22/2008,9.53E+12,9.82E+12
7/21/2008,9.52E+12,9.82E+12
7/18/2008,9.52E+12,9.82E+12
7/17/2008,9.52E+12,9.82E+12
7/16/2008,9.50E+12,9.82E+12
7/15/2008,9.51E+12,9.82E+12
7/14/2008,9.50E+12,9.82E+12
7/11/2008,9.50E+12,9.82E+12
7/10/2008,9.50E+12,9.82E+12
7/9/2008,9.49E+12,9.82E+12
7/8/2008,9.50E+12,9.82E+12
7/7/2008,9.49E+12,9.82E+12
7/3/2008,9.49E+12,9.82E+12
7/2/2008,9.47E+12,9.82E+12
7/1/2008,9.47E+12,9.82E+12
6/30/2008,9.49E+12,9.82E+12
6/27/2008,9.36E+12,9.82E+12
6/26/2008,9.37E+12,9.82E+12
6/25/2008,9.37E+12,9.82E+12
6/24/2008,9.38E+12,9.82E+12
6/23/2008,9.37E+12,9.82E+12
6/20/2008,9.37E+12,9.82E+12
6/19/2008,9.37E+12,9.82E+12
6/18/2008,9.39E+12,9.82E+12
6/17/2008,9.40E+12,9.82E+12
6/16/2008,9.39E+12,9.82E+12
6/13/2008,9.42E+12,9.82E+12
6/12/2008,9.42E+12,9.82E+12
6/11/2008,9.43E+12,9.82E+12
6/10/2008,9.41E+12,9.82E+12
6/9/2008,9.41E+12,9.82E+12
6/6/2008,9.41E+12,9.82E+12
6/5/2008,9.41E+12,9.82E+12
6/4/2008,9.40E+12,9.82E+12
6/3/2008,9.40E+12,9.82E+12
6/2/2008,9.40E+12,9.82E+12
5/30/2008,9.39E+12,9.82E+12
5/29/2008,9.39E+12,9.82E+12
5/28/2008,9.39E+12,9.82E+12
5/27/2008,9.39E+12,9.82E+12
5/23/2008,9.39E+12,9.82E+12
5/22/2008,9.39E+12,9.82E+12
5/21/2008,9.37E+12,9.82E+12
5/20/2008,9.38E+12,9.82E+12
5/19/2008,9.36E+12,9.82E+12
5/16/2008,9.35E+12,9.82E+12
5/15/2008,9.35E+12,9.82E+12
5/14/2008,9.36E+12,9.82E+12
5/13/2008,9.37E+12,9.82E+12
5/12/2008,9.37E+12,9.82E+12
5/9/2008,9.37E+12,9.82E+12
5/8/2008,9.36E+12,9.82E+12
5/7/2008,9.36E+12,9.82E+12
5/6/2008,9.36E+12,9.82E+12
5/5/2008,9.35E+12,9.82E+12
5/2/2008,9.35E+12,9.82E+12
5/1/2008,9.35E+12,9.82E+12
4/30/2008,9.38E+12,9.82E+12
4/29/2008,9.34E+12,9.82E+12
4/28/2008,9.34E+12,9.82E+12
4/25/2008,9.33E+12,9.82E+12
4/24/2008,9.33E+12,9.82E+12
4/23/2008,9.34E+12,9.82E+12
4/22/2008,9.34E+12,9.82E+12
4/21/2008,9.35E+12,9.82E+12
4/18/2008,9.37E+12,9.82E+12
4/17/2008,9.37E+12,9.82E+12
4/16/2008,9.40E+12,9.82E+12
4/15/2008,9.41E+12,9.82E+12
4/14/2008,9.44E+12,9.82E+12
4/11/2008,9.44E+12,9.82E+12
4/10/2008,9.44E+12,9.82E+12
4/9/2008,9.44E+12,9.82E+12
4/8/2008,9.45E+12,9.82E+12
4/7/2008,9.44E+12,9.82E+12
4/4/2008,9.44E+12,9.82E+12
4/3/2008,9.44E+12,9.82E+12
4/2/2008,9.45E+12,9.82E+12
4/1/2008,9.45E+12,9.82E+12
3/31/2008,9.44E+12,9.82E+12
3/28/2008,9.41E+12,9.82E+12
3/27/2008,9.41E+12,9.82E+12
3/26/2008,9.39E+12,9.82E+12
3/25/2008,9.40E+12,9.82E+12
3/24/2008,9.40E+12,9.82E+12
3/21/2008,9.39E+12,9.82E+12
3/20/2008,9.39E+12,9.82E+12
3/19/2008,9.38E+12,9.82E+12
3/18/2008,9.39E+12,9.82E+12
3/17/2008,9.38E+12,9.82E+12
3/14/2008,9.41E+12,9.82E+12
3/13/2008,9.41E+12,9.82E+12
3/12/2008,9.40E+12,9.82E+12
3/11/2008,9.40E+12,9.82E+12
3/10/2008,9.40E+12,9.82E+12
3/7/2008,9.39E+12,9.82E+12
3/6/2008,9.40E+12,9.82E+12
3/5/2008,9.38E+12,9.82E+12
3/4/2008,9.38E+12,9.82E+12
3/3/2008,9.37E+12,9.82E+12
2/29/2008,9.36E+12,9.82E+12
2/28/2008,9.34E+12,9.82E+12
2/27/2008,9.33E+12,9.82E+12
2/26/2008,9.33E+12,9.82E+12
2/25/2008,9.32E+12,9.82E+12
2/22/2008,9.32E+12,9.82E+12
2/21/2008,9.32E+12,9.82E+12
2/20/2008,9.29E+12,9.82E+12
2/19/2008,9.29E+12,9.82E+12
2/15/2008,9.29E+12,9.82E+12
2/14/2008,9.29E+12,9.82E+12
2/13/2008,9.24E+12,9.82E+12
2/12/2008,9.25E+12,9.82E+12
2/11/2008,9.25E+12,9.82E+12
2/8/2008,9.24E+12,9.82E+12
2/7/2008,9.24E+12,9.82E+12
2/6/2008,9.22E+12,9.82E+12
2/5/2008,9.22E+12,9.82E+12
2/4/2008,9.22E+12,9.82E+12
2/1/2008,9.21E+12,9.82E+12
1/31/2008,9.24E+12,9.82E+12
1/30/2008,9.20E+12,9.82E+12
1/29/2008,9.21E+12,9.82E+12
1/28/2008,9.20E+12,9.82E+12
1/25/2008,9.20E+12,9.82E+12
